0.279646399,-2.185468515,2.7421362,4.641533173,-8.424428198,8.307256871,3.199655791,1.003599241,-9.496654072,-7.81734508,-5.45775821,7.606418449,4.901913805,-1.908225827,6.21023546,-5.851345444,6.42922035,4.286632552,4.654720319,1.534058941,-9.396868018,-0.893154675,5.031350725,-4.593913946,-5.535349757,4.176598354,7.211423903,2.206995045,-1.611226466,2.11782671,3.295691046,-6.176809031,7.392116343,1.021983284,2.945498913,-4.677163349,-3.664886383,-0.921431063,-0.741500659,1.934257969,9.604466585,-7.065090854,-0.23490713,-3.330115047,-5.099392557,-1.980261961,0.207446064,-1.389337475,6.061315024,-5.650532199,-6.265637213,0.243546232,6.507440705,0.098016632,25.77689215
-0.67309388,9.096419588,-3.247815641,-9.91764965,0.410159719,-0.19078027,5.735534648,-3.187441756,6.534738569,3.401186634,4.893024713,-2.888729186,1.26850192,-3.607053687,-1.669777664,4.385889508,6.439423528,4.810828976,-8.390845531,8.08629971,7.810479538,1.863241997,3.993542539,0.093999435,5.878203572,-4.422783037,3.827350959,-4.781107414,3.98590052,4.212013925,-9.736536322,-0.11568645,-3.570262268,-0.411506374,2.142045037,-4.453505664,-1.494090487,-9.636052209,-4.73516935,0.809727348,2.744607837,-3.791388343,7.214644621,9.45840741,6.870558425,0.121635208,8.56528033,-2.750404789,7.322965963,0.448171077,-4.739763157,0.628949213,7.37171732,0.975062066,26.79241609
-6.383696198,7.623553942,8.869896573,7.110978393,9.232473532,-5.439000446,7.545690942,4.884893517,-2.686767569,3.525049575,-5.788250896,7.049860121,0.449635894,-3.700884888,-5.584409395,3.774301726,8.683155719,-4.689340857,2.110770158,-5.711873015,-4.015616784,7.154903407,3.135891319,-2.601294909,8.323787893,-2.672569654,6.234250069,-0.960221989,-2.05499474,-2.472473914,-7.41847401,-2.150954991,9.419486509,7.290720618,-3.917012219,-9.909403236,-3.812753316,5.171265937,3.781959079,1.211809409,7.735536406,6.422550236,-6.862693261,0.249649733,2.889664429,-1.514834827,6.130602811,-6.798912804,-4.868771853,2.653432144,-5.847795426,0.830722651,7.794361555,0.933011286,31.28371802
8.185746484,7.389255743,-0.508580273,-2.336553773,-4.758496517,4.887124659,-2.049248614,1.573996916,8.687742325,-4.24499379,1.067007226,2.356909113,-2.118674479,-3.873710604,-2.972510308,-2.270483272,7.704811366,1.54719797,-1.487396392,-1.927323188,9.490297576,1.345022507,-5.876111854,9.649879257,1.137097669,2.979732049,-7.081830218,0.224965871,6.051074476,1.298845336,1.702196547,-2.528754091,-6.059481837,9.585344992,2.521012505,1.907116356,9.987592287,4.682136574,-7.13838432,9.284491711,9.683347889,6.554346955,-2.97772937,3.656422724,-7.878030008,2.40285486,9.509614939,6.852251925,0.854265825,-2.531643193,-4.870258051,1.446110238,9.492229313,1.682795331,27.27632725
-1.580565474,6.545886789,-8.689344455,6.375723481,1.542337951,1.190908691,3.694968824,-5.424618414,6.113530109,-9.383726208,6.144917398,0.81465547,4.7665586,-5.021374123,3.882111078,-4.106212882,2.092918199,-2.816142133,2.916463115,-9.898061692,-5.087596658,-8.305150899,6.88978171,2.503810143,-0.626977431,-9.845949975,0.270459936,9.345834167,-4.106385652,6.159200058,9.558056667,-2.933022077,-9.727616068,4.614332253,8.293166123,-1.4355584,4.922873294,8.878298281,-3.972406778,-5.330745252,-4.896855191,1.15094699,5.345224696,5.926542212,9.816898601,-4.103873544,-9.392209528,3.13647069,5.162720364,8.543891311,-8.758782631,1.366623321,8.318238642,0.598301887,36.2249441
4.201623341,3.763432484,-4.712753873,-7.766800704,-8.12163244,-3.2937918,-1.117594298,3.011598117,-6.540579894,-0.160649391,5.449723955,9.053511396,9.073063256,8.974621561,-7.588332067,8.768560179,-4.63667816,-4.978289641,4.173469655,-1.555121131,-9.524251288,4.259673581,8.118888005,-1.103162435,5.478646019,8.762114281,4.010526552,8.726653997,7.301297276,6.433645976,-1.568949269,-8.744617351,-7.929753698,-5.288800029,0.021646302,8.384922184,-8.923934046,3.702547229,-1.561636114,-8.307917421,-3.959779153,-4.225159576,6.932536499,-6.842615749,2.362517873,-2.64510585,2.757184608,3.928870726,8.204443869,5.451253047,-7.948941573,1.192082088,8.730200025,0.604181332,37.48620616
-3.940916397,5.678721252,8.72419463,-0.881109582,6.571548879,-4.364179545,-9.986247555,7.697139205,5.525483713,4.747577221,9.842221476,9.557393831,2.300400971,-4.665734679,7.944461089,-7.112693368,-9.188612527,7.025150945,-4.912295663,-1.776574701,-1.182849319,-5.804532929,-8.535478236,4.423455521,8.53377026,8.977856329,-8.0145921,7.595448219,5.854529981,1.212601494,-2.101404206,6.399558168,-3.375064139,8.018139564,7.633913737,2.694503618,-2.070890688,9.035303416,-0.360672129,7.861503009,-8.490994531,2.593189753,3.170813886,-6.955554779,-6.728827888,-8.852385371,6.767397132,-4.103985894,2.48001405,3.445324413,-8.062232343,2.536601902,8.552812697,1.178120391,39.47360643
2.432142706,8.675551214,-2.951256642,8.499717312,1.230176408,-5.843490297,-2.886624504,-1.112621902,-4.040250932,-4.984002453,-9.032675722,5.823568408,-9.556654999,7.166996887,4.923010669,4.049468921,2.995472755,-8.553707083,7.096829913,4.786568759,6.385534564,-0.901645655,0.438717543,-3.638720382,-2.475861809,5.530197769,-8.97161813,9.363817121,-4.790536538,6.373846931,-3.48947979,6.444600848,0.530101848,-1.100013549,-6.559241256,-0.054950677,-7.472342514,-1.351624387,0.169466515,-7.462300397,-6.733472212,4.244477339,4.224839481,6.69943538,0.329736797,-7.403791491,-4.578499077,2.431282406,7.111803209,7.83266597,-7.463304609,0.249601656,7.117322577,0.196892906,31.74974958
-8.110241382,3.395341155,-0.896354322,-9.847769118,6.790279257,9.208430774,7.457556296,4.336107108,-0.498241778,8.927107723,-3.294124501,-8.020365173,1.320774076,7.157180817,0.369959604,1.944969352,2.658350798,-7.384285056,-6.336309393,-6.640721359,2.002717964,-1.520508849,5.645010839,-1.88611587,-5.195285026,6.724802125,-6.365566342,-4.31749715,2.094779452,0.349539346,-8.573542531,4.288679357,-9.461307824,-0.591429537,-2.86723814,1.473455662,6.058738907,-9.156679506,-8.767204229,4.23441574,1.053031646,-9.277714728,9.186943383,2.110960367,-9.678970641,6.337641845,-2.42814451,-3.396189483,-4.706409532,-2.398978202,-8.806151757,-0.544835657,6.826969413,-0.729808412,33.71401283
7.977506923,5.823386842,-1.57419791,-1.089469288,-4.525167914,5.788145186,-0.285633742,1.950329598,9.440898104,9.800939644,1.104542799,1.239013295,1.759551992,5.372049958,0.055065467,6.939220028,7.427950245,0.037439018,-2.956720488,3.617606233,0.974371806,5.952999163,-5.871313554,1.564942184,4.745857343,7.469887845,8.189641871,-8.973018536,3.708284195,5.936813196,-7.347070142,1.714207958,5.789227183,5.719045675,-9.926274219,6.478823377,-4.50553596,3.766234703,-2.173317368,-3.357153507,8.383216481,5.100746765,5.388793722,5.70539414,0.939248144,-4.247501795,9.651741064,3.903602641,-7.726177745,3.654883374,-4.659782478,3.636244803,7.998720418,2.17026112,26.31093473
